LastName,FirstName,FullName,EmpID,MarriedID,FromDiversityJobFairID,Salary,Termd,Position,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences
Onque, Jasmine, Jasmine Onque,10121,0,0,63051,0,Area Sales Manager,33174,11-05-1990,Female,3,US Citizen,Yes,5,30-09-2013,27-07-2024,N/A-StillEmployed,0,Sales,Lynn Daneault,21,4,Fully Meets,4.28,3,0,25-01-2019,0,1
Osturnka, Adeel, Adeel Osturnka,10021,1,0,47414,0,Production Technician I,2478,11-12-1976,Male ,1,US Citizen,No,5,30-09-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Kelley Spirea,18,5,Exceeds,5,3,0,07-02-2019,0,13
Owad, Clinton, Clinton Owad,10281,0,0,53060,0,Production Technician I,1760,24-11-1979,Male ,3,US Citizen,No,2,17-02-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Michael Albert,22,5,Needs Improvement,4.25,3,0,04-02-2019,4,6
Ozark, Travis, Travis Ozark,10041,0,0,68829,0,Area Sales Manager,27229,19-05-1982,Male ,3,US Citizen,No,5,05-01-2015,27-07-2024,N/A-StillEmployed,0,Sales,John Smith,17,8,Fully Meets,5,5,0,14-01-2019,0,18
Panjwani, Nina, Nina Panjwani,10148,1,0,63515,1,Production Technician I,2351,01-05-1979,Female,1,US Citizen,No,5,07-02-2011,12-01-2014,Another position,2,Production       ,Elijiah Gray,16,3,Fully Meets,3.89,4,0,04-03-2013,0,7
Patronick, Lucas, Lucas Patronick,10005,0,1,108987,1,Software Engineer,1844,20-02-1979,Male ,3,US Citizen,No,2,07-11-2011,07-09-2015,Another position,2,Software Engineering,Alex Sweetwater,10,1,Exceeds,5,5,3,16-08-2015,0,13
Pearson, Randall, Randall Pearson,10259,1,0,93093,1,Data Analyst,2747,05-09-1984,Male ,1,US Citizen,No,5,01-12-2014,01-05-2016,performance,2,IT/IS,Simon Roup,4,2,Fully Meets,4.7,4,5,16-01-2016,0,19
Smith, Martin, Martin Smith,10286,0,0,53564,1,Production Technician I,2458,17-03-1988,Male ,3,US Citizen,No,2,10-01-2011,28-12-2017,career change,2,Production       ,Webster Butler,39,3,Needs Improvement,3.54,5,0,06-04-2017,4,15
Pelletier, Ermine, Ermine Pelletier,10297,1,0,60270,1,Production Technician II,2472,18-07-1989,Female,1,US Citizen,No,1,05-07-2011,15-09-2015,unhappy,2,Production       ,Amy Dunn,11,0,Needs Improvement,2.4,5,0,06-02-2015,5,2
Perry, Shakira, Shakira Perry,10171,0,0,45998,1,Production Technician I,2176,20-07-1986,Female,3,US Citizen,No,5,16-05-2011,25-10-2015,medical issues,2,Production       ,Amy Dunn,11,5,Fully Meets,3.45,4,0,13-05-2014,0,5
Peters, Lauren, Lauren Peters,10032,1,0,57954,1,Production Technician II,1886,17-08-1986,Female,1,US Citizen,No,5,16-05-2011,04-02-2013,more money,2,Production       ,Ketsia Liebig,19,4,Exceeds,4.2,5,0,10-01-2013,0,12
Peterson, Ebonee  , Ebonee   Peterson,10130,1,0,74669,1,Production Manager,2030,09-05-1977,Female,1,US Citizen,No,5,25-10-2010,18-05-2016,Another position,2,Production       ,Janet King,2,4,Fully Meets,4.16,5,0,05-03-2015,0,6
Petingill, Shana  , Shana   Petingill,10217,1,0,74226,0,Production Technician II,2050,10-03-1979,Female,1,Eligible NonCitizen,No,1,02-04-2012,27-07-2024,N/A-StillEmployed,0,Production       ,Brannon Miller,12,5,Fully Meets,4.3,3,0,14-01-2019,0,14
Petrowsky, Thelma, Thelma Petrowsky,10016,1,0,93554,0,Data Analyst,1886,16-09-1984,Female,1,US Citizen,No,2,10-11-2014,27-07-2024,N/A-StillEmployed,0,IT/IS,Simon Roup,4,2,Exceeds,4.6,5,7,04-01-2019,0,16
Pham, Hong, Hong Pham,10050,1,0,64724,1,Production Technician I,2451,06-03-1988,Male ,1,US Citizen,No,1,05-07-2011,30-11-2012,more money,2,Production       ,Brannon Miller,12,3,Fully Meets,5,3,0,20-02-2012,0,13
Pitt, Brad , Brad  Pitt,10164,0,0,47001,0,Production Technician I,2451,23-11-1981,Male ,3,US Citizen,No,5,05-11-2007,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,3,Fully Meets,3.66,3,0,25-02-2019,0,15
Potts, Xana, Xana Potts,10124,1,0,61844,0,Area Sales Manager,40220,29-08-1988,Female,1,US Citizen,No,2,09-01-2012,27-07-2024,N/A-StillEmployed,0,Sales,Lynn Daneault,21,8,Fully Meets,4.2,5,0,01-02-2019,0,9
Power, Morissa, Morissa Power,10187,0,0,46799,1,Production Technician I,1742,15-10-1984,Female,0,Eligible NonCitizen,No,1,16-05-2011,04-06-2018,Another position,2,Production       ,Kissy Sullivan,20,3,Fully Meets,3.17,4,0,02-04-2018,0,14
Punjabhi, Louis  , Louis   Punjabhi,10225,0,0,59472,0,Production Technician I,2109,19-06-1961,Male ,3,US Citizen,No,5,06-01-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Kelley Spirea,18,2,Fully Meets,4.8,3,0,07-01-2019,0,14
Purinton, Janine, Janine Purinton,10262,0,0,46430,1,Production Technician I,2474,22-09-1970,Female,0,US Citizen,No,5,24-09-2012,18-06-2013,unhappy,2,Production       ,Kissy Sullivan,20,4,Fully Meets,4.5,5,0,02-04-2013,0,16
Quinn, Sean, Sean Quinn,10131,1,1,83363,1,Software Engineer,2045,06-11-1984,Male ,1,Eligible NonCitizen,No,2,21-02-2011,15-08-2015,career change,2,Software Engineering,Janet King,2,1,Fully Meets,4.15,4,0,19-04-2014,0,4
Rachael, Maggie, Maggie Rachael,10239,1,0,95920,0,BI Developer,2110,12-05-1980,Female,1,US Citizen,No,2,02-10-2016,27-07-2024,N/A-StillEmployed,0,IT/IS,Brian Champaigne,13,4,Fully Meets,4.4,4,6,06-02-2019,0,10
Rarrick, Quinn, Quinn Rarrick,10152,0,0,61729,1,Production Technician I,2478,31-12-1984,Male ,0,US Citizen,No,5,26-09-2011,07-04-2018,more money,2,Production       ,Michael Albert,22,4,Fully Meets,3.8,5,0,04-02-2018,0,19
Ren, Kylo, Kylo Ren,10140,1,0,61809,0,Area Sales Manager,83706,12-10-1954,Male ,1,US Citizen,No,5,12-05-2014,27-07-2024,N/A-StillEmployed,0,Sales,John Smith,17,0,Fully Meets,3.98,3,0,28-01-2019,0,4
Rhoads, Thomas, Thomas Rhoads,10058,0,0,45115,1,Production Technician I,2176,22-07-1982,Male ,0,US Citizen,Yes,5,16-05-2011,15-01-2016,retiring,2,Production       ,Elijiah Gray,16,5,Fully Meets,5,4,0,30-03-2015,0,11
Rivera, Haley  , Haley   Rivera,10011,1,0,46738,0,Production Technician I,2171,12-01-1973,Female,1,US Citizen,No,1,28-11-2011,27-07-2024,N/A-StillEmployed,0,Production       ,Webster Butler,0,3,Exceeds,4.36,5,0,11-02-2019,0,16
Roberson, May, May Roberson,10230,0,0,64971,1,Production Technician II,1902,05-09-1981,Female,0,Eligible NonCitizen,No,2,26-09-2011,22-10-2011,return to school,2,Production       ,David Stanley,14,3,Fully Meets,4.5,4,0,22-10-2011,0,10
Robertson, Peter, Peter Robertson,10224,1,0,55578,1,Production Technician II,2138,03-07-1972,Male ,1,US Citizen,No,5,05-07-2011,08-02-2012,Another position,2,Production       ,Kissy Sullivan,20,4,Fully Meets,4.2,5,0,06-01-2012,0,13
Robinson, Alain  , Alain   Robinson,10047,1,0,50428,1,Production Technician I,1420,07-01-1974,Male ,1,US Citizen,No,2,10-01-2011,26-01-2016,attendance,2,Production       ,Amy Dunn,11,4,Fully Meets,5,3,0,10-01-2015,0,11
Robinson, Cherly, Cherly Robinson,10285,1,0,61422,1,Production Technician I,1460,07-01-1985,Female,1,US Citizen,No,5,10-01-2011,17-05-2016,attendance,1,Production       ,Ketsia Liebig,19,4,Needs Improvement,3.6,3,0,05-04-2016,4,16
Robinson, Elias, Elias Robinson,10020,0,0,63353,0,Production Technician I,1730,28-01-1985,Male ,4,US Citizen,No,5,08-07-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Brannon Miller,12,2,Exceeds,3.6,5,0,11-02-2019,0,4
Roby, Lori , Lori  Roby,10162,1,0,89883,0,Data Analyst,1886,11-10-1981,Female,1,US Citizen,No,5,16-02-2015,27-07-2024,N/A-StillEmployed,0,IT/IS,Simon Roup,4,2,Fully Meets,3.69,5,6,14-02-2019,0,15
Roehrich, Bianca, Bianca Roehrich,10149,0,0,120000,1,Principal Data Architect,2703,27-05-1973,Female,3,US Citizen,Yes,5,05-01-2015,10-11-2018,Another position,2,IT/IS,Simon Roup,4,5,Fully Meets,3.88,3,7,13-02-2018,0,12
Roper, Katie, Katie Roper,10086,0,0,150290,0,Data Architect,2056,21-11-1972,Female,3,US Citizen,No,2,07-01-2017,27-07-2024,N/A-StillEmployed,0,IT/IS,Brian Champaigne,13,4,Fully Meets,4.94,3,5,06-02-2019,0,17
Rose, Ashley  , Ashley   Rose,10054,0,0,60627,0,Production Technician I,1886,05-12-1974,Female,2,US Citizen,No,5,06-01-2014,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,8,Fully Meets,5,4,0,31-01-2019,0,8
Rossetti, Bruno, Bruno Rossetti,10065,0,0,53180,1,Production Technician I,2155,18-03-1987,Male ,3,US Citizen,No,5,04-04-2011,13-08-2018,Another position,2,Production       ,Kissy Sullivan,20,3,Fully Meets,5,5,0,02-07-2018,0,4
Roup,Simon,Simon Roup,10198,0,0,140920,0,IT Manager - DB,2481,05-04-1973,Male ,3,US Citizen,No,5,20-01-2013,27-07-2024,N/A-StillEmployed,0,IT/IS,Jennifer Zamora,5,4,Fully Meets,3.6,5,7,18-02-2019,0,13
Ruiz, Ricardo, Ricardo Ruiz,10222,0,1,148999,1,IT Manager - DB,1915,04-01-1964,Male ,0,US Citizen,No,2,09-01-2012,04-11-2015,hours,2,IT/IS,Jennifer Zamora,5,1,Fully Meets,4.3,4,6,04-01-2015,0,8
Saada, Adell, Adell Saada,10126,1,0,86214,0,Software Engineer,2132,24-07-1986,Female,1,US Citizen,No,5,05-11-2012,27-07-2024,N/A-StillEmployed,0,Software Engineering,Alex Sweetwater,10,4,Fully Meets,4.2,3,6,13-02-2019,0,2
Saar-Beckles, Melinda, Melinda Saar-Beckles,10295,0,1,47750,0,Production Technician I,1801,06-06-1968,Female,3,US Citizen,No,2,04-07-2016,27-07-2024,N/A-StillEmployed,0,Production       ,Kelley Spirea,18,1,Needs Improvement,2.6,4,0,18-02-2019,5,4
Sadki, Nore  , Nore   Sadki,10260,0,0,46428,1,Production Technician I,2148,21-12-1974,Male ,3,US Citizen,No,5,05-01-2009,30-07-2018,relocation out of area,2,Production       ,Michael Albert,22,3,Fully Meets,4.6,5,0,05-02-2018,0,7
Sahoo, Adil, Adil Sahoo,10233,1,0,57975,0,Production Technician II,2062,26-04-1986,Male ,1,US Citizen,No,5,30-08-2010,27-07-2024,N/A-StillEmployed,0,Production       ,Kelley Spirea,18,0,Fully Meets,4.1,3,0,10-01-2019,0,13
Salter, Jason, Jason Salter,10229,0,0,88527,1,Data Analyst ,2452,17-12-1987,Male ,0,US Citizen,No,2,05-01-2015,31-10-2015,hours,2,IT/IS,Simon Roup,4,5,Fully Meets,4.2,3,5,20-04-2015,0,2
Sander, Kamrin, Kamrin Sander,10169,1,0,56147,0,Production Technician I,2154,10-07-1988,Female,1,US Citizen,No,2,29-09-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Elijiah Gray,16,5,Fully Meets,3.51,3,0,18-02-2019,0,2
Sewkumar, Nori, Nori Sewkumar,10071,0,0,50923,0,Production Technician I,2191,10-03-1975,Female,3,US Citizen,No,1,30-09-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Webster Butler,0,3,Fully Meets,5,5,0,06-02-2019,0,14
Shepard, Anita , Anita  Shepard,10179,1,0,50750,0,Network Engineer,1773,14-04-1981,Female,1,US Citizen,No,5,30-09-2014,27-07-2024,N/A-StillEmployed,0,IT/IS,Peter Monroe,7,5,Fully Meets,3.31,3,6,07-01-2019,0,7
Shields, Seffi, Seffi Shields,10091,1,0,52087,0,Production Technician I,2149,24-08-1985,Female,1,US Citizen,No,5,19-08-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Amy Dunn,11,5,Fully Meets,4.81,4,0,15-02-2019,0,15
Simard, Kramer, Kramer Simard,10178,1,0,87826,0,Data Analyst,2110,08-02-1970,Male ,1,US Citizen,Yes,5,05-01-2015,27-07-2024,N/A-StillEmployed,0,IT/IS,Simon Roup,4,2,Fully Meets,3.32,3,7,14-01-2019,0,16
Singh, Nan , Nan  Singh,10039,0,0,51920,0,Administrative Assistant,2330,19-05-1988,Female,3,US Citizen,No,5,01-05-2015,27-07-2024,N/A-StillEmployed,0,Admin Offices,Brandon R. LeBlanc,1,8,Fully Meets,5,3,5,15-01-2019,0,2
Sloan, Constance, Constance Sloan,10095,0,0,63878,1,Production Technician II,1851,25-11-1987,Female,3,US Citizen,No,5,26-10-2009,08-04-2015,maternity leave - did not return,2,Production       ,Michael Albert,22,0,Fully Meets,4.68,4,0,02-04-2015,0,20
Smith, Joe, Joe Smith,10027,0,0,60656,0,Production Technician II,2045,30-10-1963,Male ,3,US Citizen,No,5,29-09-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Elijiah Gray,16,4,Exceeds,4.3,3,0,28-01-2019,0,4
Smith, John, John Smith,10291,0,1,72992,0,Sales Manager,1886,16-08-1984,Male ,0,US Citizen,No,2,18-05-2014,27-07-2024,N/A-StillEmployed,0,Sales,Debra Houlihan,15,1,Needs Improvement,2.4,4,0,16-01-2019,2,16
Smith, Leigh Ann, Leigh Ann Smith,10153,1,1,55000,1,Administrative Assistant,1844,14-06-1987,Female,1,US Citizen,No,2,26-09-2011,25-09-2013,career change,2,Admin Offices,Brandon R. LeBlanc,1,1,Fully Meets,3.8,4,4,15-08-2013,0,17
Smith, Sade, Sade Smith,10157,0,0,58939,0,Production Technician I,2130,02-02-1965,Female,3,US Citizen,No,5,11-11-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Ketsia Liebig,19,2,Fully Meets,3.73,3,0,24-01-2019,0,16
Soto, Julia , Julia  Soto,10119,1,0,66593,0,IT Support,2360,12-03-1973,Female,1,US Citizen,No,2,10-06-2011,27-07-2024,N/A-StillEmployed,0,IT/IS,Eric Dougall,6,5,Fully Meets,4.3,3,5,08-02-2019,0,19
Soze, Keyser, Keyser Soze,10180,1,0,87565,0,Sr. Network Engineer,1545,09-02-1983,Male ,1,US Citizen,No,1,30-06-2016,27-07-2024,N/A-StillEmployed,0,IT/IS,Peter Monroe,7,5,Fully Meets,3.27,4,5,14-01-2019,0,13
Sparks, Taylor  , Taylor   Sparks,10302,1,0,64021,0,Production Technician I,2093,20-07-1968,Female,1,US Citizen,No,5,20-02-2012,27-07-2024,N/A-StillEmployed,0,Production       ,Brannon Miller,12,4,PIP,2.4,2,1,25-02-2019,6,20
Spirea, Kelley, Kelley Spirea,10090,1,0,65714,0,Production Manager,2451,30-09-1975,Female,1,US Citizen,No,5,02-10-2012,27-07-2024,N/A-StillEmployed,0,Production       ,Janet King,2,5,Fully Meets,4.83,5,0,14-02-2019,0,15
Squatrito, Kristen, Kristen Squatrito,10030,0,0,62425,1,Production Technician I,2359,26-03-1973,Female,0,US Citizen,No,5,13-05-2013,29-06-2015,unhappy,2,Production       ,David Stanley,14,5,Exceeds,4.1,4,0,02-03-2015,0,16
Stanford,Barbara  M,Barbara  M Stanford,10278,0,0,47961,0,Production Technician I,2050,25-08-1982,Female,0,US Citizen,No,4,10-01-2011,27-07-2024,N/A-StillEmployed,0,Production       ,Kissy Sullivan,20,3,Fully Meets,4.1,4,0,07-02-2019,0,9
Stansfield, Norman, Norman Stansfield,10307,1,0,58273,0,Area Sales Manager,89139,09-05-1974,Male ,1,US Citizen,No,5,12-05-2014,27-07-2024,N/A-StillEmployed,0,Sales,Lynn Daneault,21,8,PIP,1.81,2,0,17-01-2019,3,5
Steans, Tyrone  , Tyrone   Steans,10147,0,0,63003,0,Accountant I,2703,01-09-1986,Male ,3,US Citizen,No,5,29-09-2014,27-07-2024,N/A-StillEmployed,0,Admin Offices,Brandon R. LeBlanc,1,4,Fully Meets,3.9,5,5,18-01-2019,0,9
Stoica, Rick, Rick Stoica,10266,1,0,61355,0,Production Technician I,2301,14-03-1985,Male ,1,US Citizen,No,1,17-02-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Kelley Spirea,18,5,Fully Meets,4.7,3,0,11-01-2019,0,4
Strong, Caitrin, Caitrin Strong,10241,1,0,60120,0,Area Sales Manager,59102,12-05-1989,Female,1,US Citizen,No,2,27-09-2010,27-07-2024,N/A-StillEmployed,0,Sales,John Smith,17,4,Fully Meets,4.1,4,0,31-01-2019,0,18
Sullivan, Kissy , Kissy  Sullivan,10158,1,0,63682,0,Production Manager,1776,28-03-1978,Female,1,US Citizen,No,2,08-01-2009,27-07-2024,N/A-StillEmployed,0,Production       ,Janet King,2,4,Fully Meets,3.73,4,0,24-01-2019,0,12
Sullivan, Timothy, Timothy Sullivan,10117,1,0,63025,0,Production Technician I,2747,07-10-1982,Male ,1,US Citizen,Yes,5,05-01-2015,27-07-2024,N/A-StillEmployed,0,Production       ,Michael Albert,22,3,Fully Meets,4.36,5,0,24-01-2019,0,10
Sutwell, Barbara, Barbara Sutwell,10209,0,0,59238,0,Production Technician I,2718,15-08-1968,Female,3,Eligible NonCitizen,No,1,14-05-2012,27-07-2024,N/A-StillEmployed,0,Production       ,Elijiah Gray,16,4,Fully Meets,3.4,5,0,31-01-2019,0,13
Szabo, Andrew, Andrew Szabo,10024,0,0,92989,0,Software Engineer,2140,06-05-1983,Male ,3,US Citizen,No,5,07-07-2014,27-07-2024,N/A-StillEmployed,0,Software Engineering,Alex Sweetwater,10,5,Exceeds,4.5,5,5,18-02-2019,0,1
Tannen, Biff, Biff Tannen,10173,1,0,90100,0,BI Developer,2134,24-10-1987,Male ,1,US Citizen,No,5,20-04-2017,27-07-2024,N/A-StillEmployed,0,IT/IS,Brian Champaigne,13,4,Fully Meets,3.4,3,6,02-01-2019,0,14
Tavares, Desiree  , Desiree   Tavares,10221,1,1,60754,1,Production Technician I,1801,03-04-1975,Female,1,Non-Citizen,No,2,27-04-2009,01-04-2013,Another position,2,Production       ,Webster Butler,39,1,Fully Meets,4.5,5,0,15-02-2012,0,11
Tejeda, Lenora , Lenora  Tejeda,10146,1,0,72202,1,Production Technician II,2129,24-05-1953,Female,1,US Citizen,No,5,16-05-2011,08-07-2017,Another position,2,Production       ,Elijiah Gray,16,3,Fully Meets,3.93,3,0,18-04-2017,0,3
Terry, Sharlene , Sharlene  Terry,10161,0,0,58370,0,Area Sales Manager,97756,07-05-1965,Female,3,US Citizen,No,2,29-09-2014,27-07-2024,N/A-StillEmployed,0,Sales,Lynn Daneault,21,4,Fully Meets,3.69,3,0,28-01-2019,0,18
Theamstern, Sophia, Sophia Theamstern,10141,0,0,48413,1,Production Technician I,2066,09-05-1965,Female,3,US Citizen,No,5,05-07-2011,05-09-2016,return to school,2,Production       ,Amy Dunn,11,4,Fully Meets,3.98,4,0,02-03-2016,0,1
Thibaud, Kenneth, Kenneth Thibaud,10268,0,0,67176,1,Production Technician II,2472,16-09-1975,Male ,4,US Citizen,No,5,25-06-2007,30-08-2010,military,2,Production       ,Webster Butler,39,7,Fully Meets,4.1,4,0,14-07-2010,0,15
Tippett, Jeanette, Jeanette Tippett,10123,0,0,56339,0,Production Technician I,2093,05-06-1967,Female,0,US Citizen,No,2,18-02-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Brannon Miller,12,4,Fully Meets,4.21,5,0,14-01-2019,0,4
Torrence, Jack, Jack Torrence,10013,0,0,64397,0,Area Sales Manager,58782,15-01-1968,Male ,2,US Citizen,No,5,09-01-2006,27-07-2024,N/A-StillEmployed,0,Sales,Lynn Daneault,21,4,Exceeds,4.1,3,0,04-01-2019,0,6
Trang, Mei, Mei Trang,10287,0,0,63025,0,Production Technician I,2021,16-05-1983,Female,3,US Citizen,No,5,17-02-2014,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,5,Needs Improvement,2.44,5,0,11-02-2019,4,18
Tredinnick, Neville , Neville  Tredinnick,10044,1,0,75281,1,Network Engineer,1420,05-05-1988,Male ,1,US Citizen,No,5,05-01-2015,12-02-2016,medical issues,2,IT/IS,Peter Monroe,7,0,Fully Meets,5,3,5,15-04-2015,0,11
TRUE, Edward, Edward TRUE,10102,0,1,100416,1,Software Engineer,2451,14-06-1983,Male ,3,Non-Citizen,No,2,18-02-2013,15-04-2018,medical issues,2,Software Engineering,Alex Sweetwater,10,1,Fully Meets,4.6,3,4,12-02-2017,0,9
Trzeciak, Cybil, Cybil Trzeciak,10270,0,0,74813,1,Production Technician II,1778,15-03-1985,Female,3,US Citizen,No,5,10-01-2011,02-07-2014,unhappy,2,Production       ,Amy Dunn,11,5,Fully Meets,4.4,3,0,05-01-2014,0,5
Turpin, Jumil, Jumil Turpin,10045,1,0,76029,0,Network Engineer,2343,31-03-1969,Male ,1,Eligible NonCitizen,No,5,30-03-2015,27-07-2024,N/A-StillEmployed,0,IT/IS,Peter Monroe,7,2,Fully Meets,5,4,7,14-01-2019,0,8
Valentin,Jackie,Jackie Valentin,10205,1,0,57859,0,Area Sales Manager,85006,23-05-1991,Female,1,US Citizen,No,4,05-07-2011,27-07-2024,N/A-StillEmployed,0,Sales,John Smith,17,4,Fully Meets,2.81,3,0,17-01-2019,0,16
Veera, Abdellah , Abdellah  Veera,10014,0,0,58523,1,Production Technician I,2171,31-01-1987,Male ,0,US Citizen,No,5,13-08-2012,05-02-2016,maternity leave - did not return,2,Production       ,Kissy Sullivan,20,5,Exceeds,4.5,5,0,01-02-2016,0,15
Vega, Vincent, Vincent Vega,10144,0,0,88976,0,Production Manager,2169,10-10-1968,Male ,0,US Citizen,No,5,01-08-2011,27-07-2024,N/A-StillEmployed,0,Production       ,Janet King,2,2,Fully Meets,3.93,3,0,27-02-2019,0,19
Villanueva, Noah, Noah Villanueva,10253,0,0,55875,0,Area Sales Manager,4063,11-07-1989,Male ,3,US Citizen,No,1,05-03-2012,27-07-2024,N/A-StillEmployed,0,Sales,John Smith,17,8,Fully Meets,4.5,4,0,18-01-2019,0,11
Voldemort, Lord, Lord Voldemort,10118,1,0,113999,1,Database Administrator,1960,07-08-1986,Male ,1,US Citizen,No,2,16-02-2015,22-02-2017,"no-call, no-show",1,IT/IS,Simon Roup,4,2,Fully Meets,4.33,3,7,15-02-2017,0,9
Volk, Colleen, Colleen Volk,10022,1,0,49773,1,Production Technician I,2747,03-06-1986,Female,1,US Citizen,No,5,26-09-2011,08-02-2016,gross misconduct,1,Production       ,Kelley Spirea,18,3,Exceeds,4.3,5,0,01-02-2015,0,18
Von Massenbach, Anna, Anna Von Massenbach,10183,0,0,62068,0,Production Technician I,2124,06-04-1985,Female,3,US Citizen,No,5,05-07-2015,27-07-2024,N/A-StillEmployed,0,Production       ,Michael Albert,22,5,Fully Meets,3.21,3,0,29-01-2019,0,7
Walker, Roger, Roger Walker,10190,0,0,66541,0,Production Technician II,2459,10-02-1976,Male ,3,US Citizen,No,2,18-08-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Ketsia Liebig,19,2,Fully Meets,3.11,5,0,12-02-2019,0,4
Wallace, Courtney  E, Courtney  E Wallace,10274,1,1,80512,1,Production Manager,2478,14-11-1955,Female,1,US Citizen,No,2,26-09-2011,02-01-2012,Another position,2,Production       ,Janet King,2,1,Fully Meets,4.5,3,0,02-01-2012,0,5
Wallace, Theresa, Theresa Wallace,10293,0,0,50274,1,Production Technician I,1887,02-08-1980,Female,3,US Citizen,No,5,13-08-2012,01-09-2015,career change,2,Production       ,Elijiah Gray,16,0,Needs Improvement,2.5,3,0,05-09-2014,6,13
Wang, Charlie, Charlie Wang,10172,0,0,84903,0,Senior BI Developer,1887,08-07-1981,Male ,3,US Citizen,No,1,15-02-2017,27-07-2024,N/A-StillEmployed,0,IT/IS,Brian Champaigne,13,4,Fully Meets,3.42,4,7,04-01-2019,0,17
Warfield, Sarah, Sarah Warfield,10127,0,0,107226,0,Sr. Network Engineer,2453,02-05-1978,Female,4,US Citizen,No,1,30-03-2015,27-07-2024,N/A-StillEmployed,0,IT/IS,Peter Monroe,7,2,Fully Meets,4.2,4,8,05-02-2019,0,7
Whittier, Scott, Scott Whittier,10072,0,0,58371,1,Production Technician I,2030,24-05-1987,Male ,3,US Citizen,Yes,5,10-01-2011,15-05-2014,hours,2,Production       ,Webster Butler,39,5,Fully Meets,5,5,0,15-05-2014,0,11
Wilber, Barry, Barry Wilber,10048,1,0,55140,1,Production Technician I,2324,09-09-1965,Male ,1,Eligible NonCitizen,No,5,16-05-2011,07-09-2015,unhappy,2,Production       ,Amy Dunn,11,8,Fully Meets,5,3,0,15-02-2015,0,7
Wilkes, Annie, Annie Wilkes,10204,0,0,58062,1,Production Technician I,1876,30-07-1983,Female,0,US Citizen,No,5,10-01-2011,14-05-2012,Another position,2,Production       ,Ketsia Liebig,19,3,Fully Meets,3.6,5,0,06-02-2011,0,9
Williams, Jacquelyn  , Jacquelyn   Williams,10264,0,1,59728,1,Production Technician I,2109,02-10-1969,Female,3,US Citizen,Yes,2,09-01-2012,27-06-2015,relocation out of area,2,Production       ,Ketsia Liebig,19,1,Fully Meets,4.3,4,0,02-06-2014,0,16
Winthrop, Jordan  , Jordan   Winthrop,10033,0,0,70507,1,Production Technician II,2045,07-11-1958,Male ,3,US Citizen,No,5,07-01-2013,21-02-2016,retiring,2,Production       ,Brannon Miller,12,5,Exceeds,5,3,0,19-01-2016,0,7
Wolk, Hang  T, Hang  T Wolk,10174,0,0,60446,0,Production Technician II,2302,20-04-1985,Female,3,US Citizen,No,5,29-09-2014,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,5,Fully Meets,3.4,4,0,21-02-2019,0,14
Woodson, Jason, Jason Woodson,10135,0,0,65893,0,Production Technician II,1810,11-05-1985,Male ,3,US Citizen,No,5,07-07-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Kissy Sullivan,20,5,Fully Meets,4.07,4,0,28-02-2019,0,13
Ybarra, Catherine , Catherine  Ybarra,10301,0,0,48513,1,Production Technician I,2458,04-05-1982,Female,3,US Citizen,No,1,02-09-2008,29-09-2015,Another position,2,Production       ,Brannon Miller,12,3,PIP,3.2,2,0,02-09-2015,5,4
Zamora, Jennifer, Jennifer Zamora,10010,0,0,220450,0,CIO,2067,30-08-1979,Female,3,US Citizen,No,5,10-04-2010,27-07-2024,N/A-StillEmployed,0,IT/IS,Janet King,2,2,Exceeds,4.6,5,6,21-02-2019,0,16
Zhou, Julia, Julia Zhou,10043,0,0,89292,0,Data Analyst,2148,24-02-1979,Female,3,US Citizen,No,5,30-03-2015,27-07-2024,N/A-StillEmployed,0,IT/IS,Simon Roup,4,2,Fully Meets,5,3,5,01-02-2019,0,11
Zima, Colleen, Colleen Zima,10271,0,0,45046,0,Production Technician I,1730,17-08-1978,Female,4,US Citizen,No,1,29-09-2014,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,5,Fully Meets,4.5,5,0,30-01-2019,0,2
